"main","pairing"
"VEAL — IN GENERAL","leeks"
"VEAL — IN GENERAL","LEMON: juice, zest"
"VEAL — IN GENERAL","lemon verbena"
"VEAL — IN GENERAL","lime: juice, leaves"
"VEAL — IN GENERAL","Madeira"
"VEAL — IN GENERAL","marjoram"
"VEAL — IN GENERAL","milk"
"VEAL — IN GENERAL","MUSHROOMS: button, chanterelle, morels, oyster, porcini, shiitake, white, wild"
"VEAL — IN GENERAL","mustard, Dijon"
"VEAL — IN GENERAL","nutmeg"
"VEAL — IN GENERAL","OIL: canola, corn, peanut, vegetable"
"VEAL — IN GENERAL","olive oil"
"VEAL — IN GENERAL","olives, black"
"VEAL — IN GENERAL","ONIONS, esp. pearl, sweet, white"
"VEAL — IN GENERAL","orange: juice, zest"
"VEAL — IN GENERAL","parsley, flat-leaf"
"VEAL — IN GENERAL","parsnips"
"VEAL — IN GENERAL","pasta, esp. fettuccine"
"VEAL — IN GENERAL","peas, spring"
"VEAL — IN GENERAL","PEPPER: black, white"
"VEAL — IN GENERAL","polenta"
"VEAL — IN GENERAL","potatoes"
"VEAL — IN GENERAL","prosciutto"
"VEAL — IN GENERAL","rice"
"VEAL — IN GENERAL","rosemary"
"VEAL — IN GENERAL","sage"
"VEAL — IN GENERAL","SALT: kosher, sea"
"VEAL — IN GENERAL","shallots"
"VEAL — IN GENERAL","spaetzle"
"VEAL — IN GENERAL","spinach"
"VEAL — IN GENERAL","STOCKS: beef, chicken, veal, vegetable"
"VEAL — IN GENERAL","tarragon"
"VEAL — IN GENERAL","thyme"
"VEAL — IN GENERAL","TOMATOES: canned, paste, plum, sauce"
"VEAL — IN GENERAL","truffles"
"VEAL — IN GENERAL","tuna"
"VEAL — IN GENERAL","turnips"
"VEAL — IN GENERAL","vanilla"
"VEAL — IN GENERAL","vinegar: balsamic, chamapagne"
"VEAL — IN GENERAL","watercrêss"
"VEAL — IN GENERAL","WINE, DRY WHITE"
"VEAL — IN GENERAL","zucchini"
"VEAL — IN GENERAL","Flavor Affinities"
"VEAL — IN GENERAL","veal + asparagus + morels"
"VEAL — IN GENERAL","veal + basil + lemon"
"VEAL — IN GENERAL","veal + capers + lemon"
"VEAL — IN GENERAL","veal + cream + mushrooms"
"VEAL — IN GENERAL","veal + cucumber + mustard"
"VEAL — IN GENERAL","veal + garlic + Parmesan cheese + tomatoes"
"VEAL — IN GENERAL","veal + gremolata + orange"
"VEAL — IN GENERAL","veal + Marsala wine + mushrooms"
"VEAL — IN GENERAL","veal + orange + polenta"
"VEAL — IN GENERAL","veal + prosciutto + sage"
"VEAL — BREAST","Techniques: braise, grill, roast"
"VEAL — BREAST","beans, white"
"VEAL — BREAST","cheese, Fontina"
"VEAL — BREAST","garlic"
"VEAL — BREAST","olive oil"
"VEAL — BREAST","onions, esp. Spanish"
"VEAL — BREAST","pancetta"
"VEAL — BREAST","parsley, flat-leaf"
"VEAL — BREAST","rosemary"
"VEAL — BREAST","stock, chicken"
"VEAL — BREAST","thyme"
"VEAL — BREAST","wine, white"
"VEAL — CHOP","Techniques: braise, grill, pan roast, sauté, stuff"
"VEAL — CHOP","artichokes"
"VEAL — CHOP","basil"
"VEAL — CHOP","beans, esp. fava"
"VEAL — CHOP","broccoli rabe"
"VEAL — CHOP","butter"
"VEAL — CHOP","Campari"
"VEAL — CHOP","capers"
"VEAL — CHOP","chives"
"VEAL — CHOP","cilantro"
"VEAL — CHOP","coriander"
"VEAL — CHOP","garlic"
"VEAL — CHOP","ginger"
"VEAL — CHOP","gnocchi"
"VEAL — CHOP","leeks"
"VEAL — CHOP","lemon, juice"
"VEAL — CHOP","Madeira"
"VEAL — CHOP","marjoram"
"VEAL — CHOP","mint"
"VEAL — CHOP","mirin"
"VEAL — CHOP","miso"
"VEAL — CHOP","mushrooms (e.g., black trumpet)"
"VEAL — CHOP","mushrooms, wild, esp. chanterelle, porcini"
"VEAL — CHOP","mustard, Dijon"
"VEAL — CHOP","olive oil"
"VEAL — CHOP","olives: black, kalamata"
"VEAL — CHOP","onions"
"VEAL — CHOP","parsley, flat-leaf"
"VEAL — CHOP","peas"
"VEAL — CHOP","pepper, white"
"VEAL — CHOP","pine nuts"
"VEAL — CHOP","polenta"
"VEAL — CHOP","potatoes"
"VEAL — CHOP","prosciutto"
"VEAL — CHOP","radishes"
"VEAL — CHOP","red pepper flakes"
"VEAL — CHOP","salt"
"VEAL — CHOP","sesame: oil, seeds"
"VEAL — CHOP","shallots"
"VEAL — CHOP","soy sauce"
"VEAL — CHOP","stock, chicken"
"VEAL — CHOP","sugar, brown"
"VEAL — CHOP","thyme"
"VEAL — CHOP","tomatoes, sun-dried"
"VEAL — CHOP","watercress"
"VEAL — CHOP","wine, dry white"
"VEAL — CHOP","Flavor Affinities"
"VEAL — CHOP","veal chop + artichokes + basil"
"VEAL — CHOP","veal chop + celery root + cream + Dijon mustard"
"VEAL — CHOP","veal chop + garlic + chanterelle mushrooms"
"VEAL — CHOP","veal chop + leeks + peas"
"VEAL — CHOP","veal chop + leeks + polenta"
"VEAL — CHOP","veal chop + mushrooms + watercress"
"VEAL — LOIN","Techniques: braise, grill, pan roast, roast, sauté"
"VEAL — LOIN","arugula"
"VEAL — LOIN","basil"
"VEAL — LOIN","cheese, Fontina"
"VEAL — LOIN","chestnuts"
"VEAL — LOIN","cider, apple"
"VEAL — LOIN","citrus"
"VEAL — LOIN","cranberries"
"VEAL — LOIN","garlic"
"VEAL — LOIN","mushrooms, wild (e.g., chanterelles, morels)"
"VEAL — LOIN","nuts (e.g., almonds, hazelnuts, pine nuts, pistachios)"
"VEAL — LOIN","onions"
"VEAL — LOIN","oregano"
"VEAL — LOIN","pasta"
"VEAL — LOIN","pumpkin"
"VEAL — LOIN","risotto"
"VEAL — LOIN","rosemary"
"VEAL — LOIN","sage"
"VEAL — LOIN","stock, veal"
"VEAL — LOIN","tarragon"
"VEAL — LOIN","thyme"
"VEAL — LOIN","tomatoes"
"VEAL — LOIN","wine, red"
"VEAL — SHANKS","Techniques: braise"
"VEAL — SHANKS","bay leaf"
"VEAL — SHANKS","carrots"
"VEAL — SHANKS","celery"
"VEAL — SHANKS","cilantro"
"VEAL — SHANKS","cinnamon"
"VEAL — SHANKS","cumin"
"VEAL — SHANKS","garlic"
"VEAL — SHANKS","gremolata"
"VEAL — SHANKS","horseradish"
"VEAL — SHANKS","lemon: juice, zest"
"VEAL — SHANKS","marjoram"
"VEAL — SHANKS","mushrooms, porcini"
"VEAL — SHANKS","olive oil"
"VEAL — SHANKS","olives"
"VEAL — SHANKS","onions, esp. red, white"
"VEAL — SHANKS","oranges"
"VEAL — SHANKS","osso buco (ingredient)"
"VEAL — SHANKS","parsley"
"VEAL — SHANKS","pepper"
"VEAL — SHANKS","pine nuts"
"VEAL — SHANKS","raisins, yellow"
"VEAL — SHANKS","risotto"
"VEAL — SHANKS","rosemary"
"VEAL — SHANKS","salt"
"VEAL — SHANKS","stocks: chicken, veal"
"VEAL — SHANKS","thyme"
"VEAL — SHANKS","tomatoes: paste, sauce"
"VEAL — SHANKS","truffles, white"
"VEAL — SHANKS","WINE, WHITE"
"VEAL — SHANKS","Flavor Affinities"
"VEAL — SHANKS","veal shanks + capers + gremolata + olives"
"VEAL — SHANKS","veal shanks + lemon + olives"
"VEAL — SHANKS","veal shanks + onions + tomatoes"
"VEAL — SHANKS","veal shanks + tomatoes + thyme"
"VEAL — TENDERLOIN","Techniques: braise, grill, sauté, sear"
"VEAL — TENDERLOIN","asparagus"
"VEAL — TENDERLOIN","bacon"
"VEAL — TENDERLOIN","basil"
"VEAL — TENDERLOIN","capers"
"VEAL — TENDERLOIN","cheese, Fontina"
"VEAL — TENDERLOIN","cream"
"VEAL — TENDERLOIN","ham"
"VEAL — TENDERLOIN","mushrooms, morel"
"VEAL — TENDERLOIN","mustard, Dijon"
"VEAL — TENDERLOIN","onions, red"
"VEAL — TENDERLOIN","sage"
"VEAL — TENDERLOIN","tarragon"
"VEAL — TENDERLOIN","thyme"
"VEAL — TENDERLOIN","truffle oil"
"VEAL — TENDERLOIN","wine, white"
"VEAL — TENDERLOIN","Flavor Affinities"
"VEAL — TENDERLOIN","veal tenderloin + asparagus + morel mushrooms"
"VEAL — TENDERLOIN","veal tenderloin + cream + morel mushrooms"
"VEAL — TENDERLOIN","veal tenderloin + garlic + pancetta"
"VEGETABLES, ROOT (See specific root vegetables, e.g.,","Techniques: roast"
"VEGETARIAN DISHES","Tips: To add a deep, meaty flavor to vegetarian dishes — without adding meat — try:"
"VEGETARIAN DISHES","chile peppers, chipotle — use adobo sauce from canned chiles"
"VEGETARIAN DISHES","liquid smoke"
"VEGETARIAN DISHES","miso"
"VEGETARIAN DISHES","mushrooms"
"VEGETARIAN DISHES","onions, roasted"
"VEGETARIAN DISHES","paprika, smoked"
"VEGETARIAN DISHES","shallots, roasted"
"VEGETARIAN DISHES","soy sauce"
"VENISON (See also Game — In General)","Season: autumn"
"VENISON (See also Game — In General)","Weight: heavy"
"VENISON (See also Game — In General)","Volume: moderate–loud"
"VENISON (See also Game — In General)","Techniques: braise, broil, grill, roast, sauté"
"VENISON (See also Game — In General)","American cuisine"
"VENISON (See also Game — In General)","apples"
"VENISON (See also Game — In General)","artichoke, Jerusalem"
"VENISON (See also Game — In General)","bacon"
"VENISON (See also Game — In General)","bay leaf"
"VENISON (See also Game — In General)","beets"
"VENISON (See also Game — In General)","bourbon"
"VENISON (See also Game — In General)","brandy"
"VENISON (See also Game — In General)","Brussels sprouts"
"VENISON (See also Game — In General)","butter, unsalted"
"VENISON (See also Game — In General)","cabbage, red"
"VENISON (See also Game — In General)","cardamom"
"VENISON (See also Game — In General)","carrots"
"VENISON (See also Game — In General)","celery"
"VENISON (See also Game — In General)","cheese, Asiago"
"VENISON (See also Game — In General)","cherries, dried or fresh, esp. black"
"VENISON (See also Game — In General)","chervil"
"VENISON (See also Game — In General)","chestnuts"
"VENISON (See also Game — In General)","chiles"
"VENISON (See also Game — In General)","chives"
"VENISON (See also Game — In General)","cinnamon"
"VENISON (See also Game — In General)","cloves"
"VENISON (See also Game — In General)","cognac"
"VENISON (See also Game — In General)","coriander"
"VENISON (See also Game — In General)","corn"
"VENISON (See also Game — In General)","cranberries"
"VENISON (See also Game — In General)","cream"
"VENISON (See also Game — In General)","currants, dried or fresh, esp. red"
"VENISON (See also Game — In General)","curries and curry powder"
"VENISON (See also Game — In General)","fennel"
"VENISON (See also Game — In General)","garlic"
"VENISON (See also Game — In General)","gin"
"VENISON (See also Game — In General)","ginger: grated, ground, minced"
"VENISON (See also Game — In General)","greens: arugula, chicory, dandelion, mâche, radicchio, spinach"
"VENISON (See also Game — In General)","honey"
"VENISON (See also Game — In General)","horseradish"
"VENISON (See also Game — In General)","huckleberries"
"VENISON (See also Game — In General)","JUNIPER BERRIES"
"VENISON (See also Game — In General)","lemon, juice"
"VENISON (See also Game — In General)","lemongrass"
"VENISON (See also Game — In General)","lime, juice"
"VENISON (See also Game — In General)","Marsala"
"VENISON (See also Game — In General)","mirepoix"
"VENISON (See also Game — In General)","mushrooms: button, porcini, shiitake, wild"
"VENISON (See also Game — In General)","mustard"
"VENISON (See also Game — In General)","nectarines"
"VENISON (See also Game — In General)","nutmeg"
"VENISON (See also Game — In General)","nuts: almonds, cashews"
"VENISON (See also Game — In General)","oil: canola, grapeseed, peanut, walnut"
"VENISON (See also Game — In General)","olive oil"
"VENISON (See also Game — In General)","ONIONS"
"VENISON (See also Game — In General)","orange: juice, zest"
"VENISON (See also Game — In General)","pancetta"
"VENISON (See also Game — In General)","parsley, flat-leaf"
"VENISON (See also Game — In General)","parsnips"
"VENISON (See also Game — In General)","peaches"
"VENISON (See also Game — In General)","PEARS"
"VENISON (See also Game — In General)","PEPPER: black, green, pink, Szechuan, white"
"VENISON (See also Game — In General)","pineapple"
"VENISON (See also Game — In General)","pomegranate"
"VENISON (See also Game — In General)","port"
"VENISON (See also Game — In General)","potatoes"
"VENISON (See also Game — In General)","pumpkin"
"VENISON (See also Game — In General)","raisins"
"VENISON (See also Game — In General)","rosemary"
"VENISON (See also Game — In General)","sage"
"VENISON (See also Game — In General)","salt, kosher"
"VENISON (See also Game — In General)","savory"
"VENISON (See also Game — In General)","shallots"
"VENISON (See also Game — In General)","soy sauce"
"VENISON (See also Game — In General)","spinach"
"VENISON (See also Game — In General)","squash: acorn, butternut"
"VENISON (See also Game — In General)","star anise"
"VENISON (See also Game — In General)","STOCKS: beef, chicken, venison"
"VENISON (See also Game — In General)","sweet potatoes"
"VENISON (See also Game — In General)","thyme"
"VENISON (See also Game — In General)","tomatoes and tomato paste"
"VENISON (See also Game — In General)","turnips, esp. yellow"
"VENISON (See also Game — In General)","vinegar: balsamic, red wine, rice, sherry"
"VENISON (See also Game — In General)","watercress"
"VENISON (See also Game — In General)","WINE: red (e.g., Cabernet Sauvignon), dry white"
"VENISON (See also Game — In General)","Flavor Affinities"
"VENISON (See also Game — In General)","venison + curry + pomegranate seeds"
"VENISON (See also Game — In General)","venison + garlic + juniper berries + rosemary"
"VENISON (See also Game — In General)","venison + garlic + peppercorns"
"VENISON (See also Game — In General)","venison + garlic + rosemary + tomatoes + red wine"
"VENISON (See also Game — In General)","venison + parsnips + pepper"
"VENISON (See also Game — In General)","venison + pears + rosemary"
"VERJUS","Taste: sour–sweet"
"VERJUS","Tips: Use instead of vinegar or lemon juice, or as a seasoning."
"VERJUS","Verjus is often more wine friendly than vinegar."
"VERJUS","apples"
"VERJUS","apricots"
"VERJUS","asparagus"
"VERJUS","berries"
"VERJUS","cheese, goat"
"VERJUS","chicken"
"VERJUS","cranberries"
"VERJUS","cucumbers"
"VERJUS","fennel"
"VERJUS","fish (e.g., halibut, salmon, tuna)"
"VERJUS","foie gras"
"VERJUS","FRUIT"
"VERJUS","garlic"
"VERJUS","ginger"
"VERJUS","herbs (e.g., dill, mint, thyme)"
"VERJUS","lamb"
"VERJUS","lettuces"
"VERJUS","marinades"
"VERJUS","meat"
"VERJUS","melon"
"VERJUS","mustard, Dijon"
"VERJUS","olive oil"
"VERJUS","onions"
"VERJUS","pears"
"VERJUS","pomegranate"
"VERJUS","pork"
"VERJUS","poultry"
"VERJUS","quail"
"VERJUS","quince"
"VERJUS","rabbit"
"VERJUS","SALADS: FRUIT, GREEN"
"VERJUS","sauces"
"VERJUS","shellfish (e.g., crab, scallops, shrimp)"
"VERJUS","soups"
"VERJUS","soy sauce"
"VERJUS","spinach"
"VERJUS","strawberries"
"VERJUS","sugar: brown, white"
"VERJUS","tuna"
"VERJUS","vegetables"
"VERJUS","vinegar, rice wine"
"VIETNAMESE CUISINE","basil, Thai"
"VIETNAMESE CUISINE","bean sprouts"
"VIETNAMESE CUISINE","beef, in soup (pho)"
"VIETNAMESE CUISINE","chicken"
"VIETNAMESE CUISINE","chile peppers"
"VIETNAMESE CUISINE","cilantro"
"VIETNAMESE CUISINE","cucumbers"
"VIETNAMESE CUISINE","fish"
"VIETNAMESE CUISINE","fish sauce"
"VIETNAMESE CUISINE","garlic"
"VIETNAMESE CUISINE","ginger"
"VIETNAMESE CUISINE","lemon"
"VIETNAMESE CUISINE","lemongrass"
"VIETNAMESE CUISINE","lettuce"
"VIETNAMESE CUISINE","lime"
"VIETNAMESE CUISINE","milk, sweetened condensed (e.g., in coffee)"
"VIETNAMESE CUISINE","mint"
"VIETNAMESE CUISINE","noodles"
"VIETNAMESE CUISINE","pork"
"VIETNAMESE CUISINE","raw foods"
"VIETNAMESE CUISINE","rice"
"VIETNAMESE CUISINE","scallions"
"VIETNAMESE CUISINE","shallots"
"VIETNAMESE CUISINE","shellfish"
"VIETNAMESE CUISINE","shrimp"
"VIETNAMESE CUISINE","star anise"
"VIETNAMESE CUISINE","sugar"
"VIETNAMESE CUISINE","Flavor Affinities"
"VIETNAMESE CUISINE","chile peppers + fish sauce + lemon"
"VIETNAMESE CUISINE","fish sauce + herbs"
"VIETNAMESE CUISINE","fish sauce + lemon"
"VINEGAR, BALSAMIC","Taste: sour, sweet"
"VINEGAR, BALSAMIC","Weight: medium–heavy (depending on age)"
"VINEGAR, BALSAMIC","Volume: moderate–loud"
"VINEGAR, BALSAMIC","Add at end of cooking (and never boil!) or use to finish a dish."
"VINEGAR, BALSAMIC","apricots"
"VINEGAR, BALSAMIC","arugula"
"VINEGAR, BALSAMIC","basil"
"VINEGAR, BALSAMIC","beans, green"
"VINEGAR, BALSAMIC","bell peppers: green, red"
"VINEGAR, BALSAMIC","berries, esp. strawberries"
"VINEGAR, BALSAMIC","brown butter"
"VINEGAR, BALSAMIC","cabbage"
"VINEGAR, BALSAMIC","cheese, Parmesan"
"VINEGAR, BALSAMIC","cherries"
"VINEGAR, BALSAMIC","chicken"
"VINEGAR, BALSAMIC","chicory"
"VINEGAR, BALSAMIC","eggplant"
"VINEGAR, BALSAMIC","endive"
"VINEGAR, BALSAMIC","fish, esp. white"
"VINEGAR, BALSAMIC","fruit"
"VINEGAR, BALSAMIC","greens, salad"
"VINEGAR, BALSAMIC","grilled dishes"
"VINEGAR, BALSAMIC","hazelnut oil"
"VINEGAR, BALSAMIC","honey"
"VINEGAR, BALSAMIC","Italian cuisine"
"VINEGAR, BALSAMIC","marinades"
"VINEGAR, BALSAMIC","meats"
"VINEGAR, BALSAMIC","mustard, esp. Dijon"
"VINEGAR, BALSAMIC","mustard: dry, seeds"
"VINEGAR, BALSAMIC","oil"
"VINEGAR, BALSAMIC","onions"
"VINEGAR, BALSAMIC","pepper, black"
"VINEGAR, BALSAMIC","radicchio"
"VINEGAR, BALSAMIC","raspberries"
"VINEGAR, BALSAMIC","SALADS AND SALAD DRESSINGS"
"VINEGAR, BALSAMIC","sesame oil"
"VINEGAR, BALSAMIC","steak"
"VINEGAR, BALSAMIC","*STRAWBERRIES"
"VINEGAR, BALSAMIC","*TOMATOES"
"VINEGAR, BALSAMIC","vegetables"
"VINEGAR, BALSAMIC","vinaigrette"
"VINEGAR, BALSAMIC","vinegar: red wine, sherry (blending vinegars)"
"VINEGAR, BALSAMIC","walnut oil"
"VINEGAR, BALSAMIC","watercress"
"VINEGAR, BALSAMIC","white truffle oil"
"VINEGAR, BALSAMIC","Flavor Affinities"
"VINEGAR, BALSAMIC","balsamic vinegar + brown butter + fish"
"VINEGAR, BALSAMIC","white balsamic vinegar + white truffle oil + whole grain mustard"
"VINEGAR, BANYULS","Taste: sour–sweet"
"VINEGAR, BANYULS","Weight: light"
"VINEGAR, BANYULS","Volume: quiet–moderate"
"VINEGAR, BANYULS","Tips: Can substitute for red wine vinegar. Use to deglaze a pan."
"VINEGAR, BANYULS","beets"
"VINEGAR, BANYULS","cheese: blue, Parmesan"
"VINEGAR, BANYULS","cream"
"VINEGAR, BANYULS","duck"
"VINEGAR, BANYULS","fish"
"VINEGAR, BANYULS","foie gras"
"VINEGAR, BANYULS","honey"
"VINEGAR, BANYULS","lettuces"
"VINEGAR, BANYULS","marinades"
"VINEGAR, BANYULS","meats"
"VINEGAR, BANYULS","mushrooms"
"VINEGAR, BANYULS","nuts"
"VINEGAR, BANYULS","oil: hazelnut,walnut"
"VINEGAR, BANYULS","olive oil"
"VINEGAR, BANYULS","pears"
"VINEGAR, BANYULS","pepper, black"
"VINEGAR, BANYULS","quail"
"VINEGAR, BANYULS","salads and salad dressings"
"VINEGAR, BANYULS","salmon, ivory"
"VINEGAR, BANYULS","salt"
"VINEGAR, BANYULS","sauces"
"VINEGAR, BANYULS","scallops"
"VINEGAR, BANYULS","shellfish"
"VINEGAR, BANYULS","tomatoes"
"VINEGAR, BANYULS","vegetables"
"VINEGAR, BANYULS","walnuts"
"VINEGAR, BANYULS","Flavor Affinities"
"VINEGAR, BANYULS","Banyuls vinegar + blue cheese + lettuce + pears + walnuts"
"VINEGAR, CHAMPAGNE","Taste: sour"
"VINEGAR, CHAMPAGNE","Weight: light"
"VINEGAR, CHAMPAGNE","Volume: quiet–moderate"
"VINEGAR, CHAMPAGNE","Tips: Champagne vinegar is the most delicate vinegar."
"VINEGAR, CHAMPAGNE","artichokes"
"VINEGAR, CHAMPAGNE","avocados"
"VINEGAR, CHAMPAGNE","delicate dishes"
"VINEGAR, CHAMPAGNE","fennel"
"VINEGAR, CHAMPAGNE","fish"
"VINEGAR, CHAMPAGNE","greens, delicate salad (e.g., baby greens, butter lettuce)"
"VINEGAR, CHAMPAGNE","leeks"
"VINEGAR, CHAMPAGNE","oils: nut, truffle"
"VINEGAR, CHAMPAGNE","olive oil"
"VINEGAR, CHAMPAGNE","potatoes"
"VINEGAR, CHAMPAGNE","raspberries"
"VINEGAR, CHAMPAGNE","salads"
"VINEGAR, CHAMPAGNE","shellfish"
"VINEGAR, CHAMPAGNE","strawberries"
"VINEGAR, CHAMPAGNE","vegetables"
"VINEGAR, CIDER","Taste: sour"
"VINEGAR, CIDER","Weight: light"
"VINEGAR, CIDER","Volume: quiet–moderate"
"VINEGAR, CIDER","American cuisine"
"VINEGAR, CIDER","apples"
"VINEGAR, CIDER","coleslaw"
"VINEGAR, CIDER","fruits, esp. in salads"
"VINEGAR, CIDER","ginger"
"VINEGAR, CIDER","grains"
"VINEGAR, CIDER","herbs"
"VINEGAR, CIDER","oil"
"VINEGAR, CIDER","pears"
"VINEGAR, CIDER","peas"
"VINEGAR, CIDER","pork"
"VINEGAR, CIDER","salads and salad dressings"
"VINEGAR, CIDER","sauces"
"VINEGAR, CIDER","smoked fish"
"VINEGAR, CIDER","smoked meats"
"VINEGAR, CIDER","sugar"
"VINEGAR, CIDER","Flavor Affinities"
"VINEGAR, CIDER","cider vinegar + ginger + sugar"
"VINEGAR, FRUIT","Taste: sour, sweet"
"VINEGAR, FRUIT","Weight: light"
"VINEGAR, FRUIT","Volume: quiet–moderate"
"VINEGAR, FRUIT","avocados"
"VINEGAR, FRUIT","chicken"
"VINEGAR, FRUIT","fruit salads"
"VINEGAR, FRUIT","hazelnut oil"
"VINEGAR, FRUIT","meats, white"
"VINEGAR, FRUIT","oils, esp. nut"
"VINEGAR, FRUIT","peanut oil"
"VINEGAR, FRUIT","pears"
"VINEGAR, FRUIT","salads and salad dressings"
"VINEGAR, FRUIT","turkey"
"VINEGAR, FRUIT","walnut oil"
"VINEGAR, FRUIT","AVOID"
"VINEGAR, FRUIT","cheese"
"VINEGAR, FRUIT","eggs"
